exercise_name,stable_key,image_asset_name,mapping_confidence,needs_review,reason
스플릿 스텝 리액션,ex_8e69fc74,exercise_images/stable_key/ex_8e69fc74.png,HIGH,0,user_approved_stable_key_asset
플랫 덤벨 플라이,ex_91b749b3,exercise_images/stable_key/ex_91b749b3.png,HIGH,0,user_approved_stable_key_asset
30초 반복 스매시 테스트,ex_91d8430b,exercise_images/stable_key/ex_91d8430b.png,HIGH,0,user_approved_stable_key_asset
터키시 겟업,ex_91f6958d,exercise_images/stable_key/ex_91f6958d.png,HIGH,0,user_approved_stable_key_asset
덤벨 래터럴 레이즈,ex_93538692,exercise_images/stable_key/ex_93538692.png,HIGH,0,user_approved_stable_key_asset
덤벨 리스트 컬,ex_95028bfe,exercise_images/stable_key/ex_95028bfe.png,HIGH,0,user_approved_stable_key_asset
팔로프 프레스,ex_99728d25,exercise_images/stable_key/ex_99728d25.png,HIGH,0,user_approved_stable_key_asset
사이드 스텝 후 정지,ex_9b132c23,exercise_images/stable_key/ex_9b132c23.png,HIGH,0,user_approved_stable_key_asset
줄넘기,ex_9bd6dddb,exercise_images/stable_key/ex_9bd6dddb.png,HIGH,0,user_approved_stable_key_asset
원암 인클라인 덤벨 프레스,ex_9f283612,exercise_images/stable_key/ex_9f283612.png,HIGH,0,user_approved_stable_key_asset
원레그 레그 프레스,ex_a091b9fe,exercise_images/stable_key/ex_a091b9fe.png,HIGH,0,user_approved_stable_key_asset
A스킵,ex_a12de111,exercise_images/stable_key/ex_a12de111.png,HIGH,0,user_approved_stable_key_asset
B스킵,ex_a12de4d2,exercise_images/stable_key/ex_a12de4d2.png,HIGH,0,user_approved_stable_key_asset
파머스 캐리,ex_a1fc4533,exercise_images/stable_key/ex_a1fc4533.png,HIGH,0,user_approved_stable_key_asset
캡틴체어 레그 레이즈,ex_a345e30b,exercise_images/stable_key/ex_a345e30b.png,HIGH,0,user_approved_stable_key_asset
라인 홉,ex_a3ddd8ac,exercise_images/stable_key/ex_a3ddd8ac.png,HIGH,0,user_approved_stable_key_asset
